Name	Clone	Marker	Against	Isotype	Company	Cat..	Dilution.for.FACS	Box	Location	Back.up	Storage	Application	Group
950	CD66b PE/Dazzle 594	G10F5	PE/Dazzle 594	Human	mouse IgM kappa	BioLegend	305121		Abs box 3	B10	YES	Fridge	NA	Kemmeren
951	CD5 PE	UCHT2	PE	Human	Mouse IgG1, κ 	BioLegend	300608		Abs box 1	C1		Fridge	NA	Kemmeren
952	HA-Tag 	C29F4		Human	rabbit mAb	Cell Signaling Technology	3724S		Abs freezer box 1	NA		Freezer	WB	Kemmeren
953	NFIA			Human	Rabbit	Sigma	HPA008884-25ul	1:500 IF	Abs freezer box 2	NA		Freezer	WB/IF	Kemmeren
954	CD1a BV421	HI149	BV421	Human	Mouse IgG1, k 	Biolegend	300128		Abs box 1	A2		Fridge	NA	Kemmeren
955	CD3 FITC	OKT3	FITC	Human	mouse IgG2a kappa	Biolegend	317306	1:100	Abs box 1	A5		Fridge	NA	Kemmeren
956	MSH3			human	rabbit polyclonal	Abcam	ab69619		Abs freezer box 1	NA		Freezer	WB	Kemmeren
957	MPG	EPR10959(B)		Human	rabbit mAb	Abcam	ab155092	1:10000	Abs freezer box 1	NA		Freezer	WB	Kemmeren
958	Ig kappa light chain PECy7	MHK-49	Pe-Cy7	Human	Mouse IgG1, κ	BioLegend	316520	FACS	Abs box 5	E4		Fridge	NA	Kemmeren
959	CD16 PerCP/Cy5.5	3G8	PerCP/Cy5.5	Human	Mouse IgG1, k	BioLegend	302027		Abs box 2	B2		Fridge	NA	Kemmeren
960	CD14 PE	63D3	PE	Human	mouse IgG1 kappa	BioLegend	367103		Abs box 2	A1	YES	Fridge	NA	Kemmeren
961	CD7 APC	CD7-6B7	APC	Human	mouse IgG2a kappa	BD Bioscience	343107		Abs box 1	C2		Fridge	NA	Kemmeren
962	TCRgd APC	B1	APC	Human	Mouse IgG1, κ	BD Bioscience	561049		Abs box 4	B10	YES	Fridge	NA	Kemmeren
963	CD73 BV421	AD2	Brilliant Violet 421	Human	mouse IgG1 kappa	BioLegend	344007		Abs box 3	C2		Fridge	NA	Kemmeren
964	TCRab FITC	IP26	FITC	Human	Mouse IgG1, κ	Biolegend 	306705		Abs box 4	B8		Fridge	NA	Kemmeren
965	CD31 BV605	L133.1	BV605	Human	Mouse IgG1, κ	BD Bioscience	745119		Abs box 2	C8	YES	Fridge	NA	Kemmeren
966	PMS1	E-3	n.a.	Human	Mouse mAb	Santa Cruz Biotechnology	sc-515302	WB	Abs box 5	B9		Fridge	NA	Kemmeren
967	TCR Vg9 PE/Cy5	B3	PE Cy5	Human	Mouse IgG1, κ	BioLegend 	331323		Abs box 4	C7		Fridge	NA	Kemmeren
968	FANCD2			Human	rabbit polyclonal	Novus Biologicals	NB100-182SS	1:500	Abs freezer box 1	NA		Freezer	WB/IF	Kemmeren
969	CD14 PE CF594	MphiP9	PE CF594	Human	?	BD Biosciences	562334		Abs box 2	A5		Fridge	NA	Kemmeren
970	aliquot CD45 BV510		Brilliant Violet 510						Abs box 5	E2		Fridge	NA	Kemmeren
971	HLA-DR FITC	L243	FITC	Human	Mouse IgG2a kappa 	Biolegend	307603	1:20	Abs box 4	B4	Yes	Fridge	NA	Kemmeren
972	H3K36me2	C75H12		human	rabbit monoclonal	Cell Signaling Technology	2901	1:1000	Abs freezer box 1	NA		Freezer	WB	Kemmeren
973	7-AAD	n.a.	n.a.	Human	n.a.	Invitrogen	00-6993-50	FACS	Abs box 5	A10	YES	Fridge	NA	Kemmeren
974	CD117 BV605	YbB5.B8	BV5605	Human	Mouse IgG1, κ	BD Bioscience	745259		Abs box 3	D4		Fridge	NA	Kemmeren
975	MCM8			Human	rabbit polyclonal	Proteintech	16451-1-AP	1:1000?	Abs freezer box 2	NA		Freezer	WB	Kemmeren
976	CD44 BV510	IM7	BV510	Human	Rat IgG2b, k 	Biolegend	103044		Abs box 3	A2		Fridge	NA	Kemmeren
977	CD1c APC	L161	APC	Human	mouse IgG1 kappa	Biolegend	331523		Abs box 1	A3		Fridge	NA	Kemmeren
978	TCRgd APC	11F2	APC	Human	Mouse IgG1, k 	Miltenyi	130-113-500		Abs box 4	B9		Fridge	NA	Kemmeren
979	TCR Vg9 APC	B3	APC	Human	Mouse IgG1, κ	Biolegend	331309		Abs box 4	C9		Fridge	NA	Kemmeren
980	SMUG1			Human	rabbit polyclonal	Invitrogen	PA5-44258	1:1000	Abs freezer box 1	NA		Freezer	WB	Kemmeren
981	CD205 BV480	MMRI7	BV480	Human	?	BD Bioscience	746830		Abs box 4	A6		Fridge	NA	Kemmeren
982	CD7 BV786	MT701	Brilliant Violet 786	Human	Mouse BALB/c IgG1, κ	BD Bioscience	740964	1:500	Abs box 1	C3		Fridge	NA	Kemmeren
983	CD8a BV421	RPA-T8	BV421	Human	Mouse IgG1, κ	Biolegend	301036		Abs box 1	C8		Fridge	NA	Kemmeren
984	FANCA	EPR16519		Human	rabbit monoclonal	Abcam	ab201457		Abs freezer box 1	NA		Freezer	WB	Kemmeren
985	CD4 PE/Cy7	L200	PE-Cy7	Human	Mouse BALB/c IgG1, κ	BD Pharmingen	560644		Abs box 1	B6		Fridge	NA	Kemmeren
986	CD45 AF700	HI30	Alexa Fluor 700	Human	mouse IgG1 kappa	BioLegend	304023		Abs box 3	A6	YES	Fridge	NA	Kemmeren
987	CD14 BV650	M5E2	Brilliant Violet 650	Human	Mouse IgG2a, κ	BD Bioscience	563419	1:500	Abs box 2	A3		Fridge	NA	Kemmeren
988	CD8a BV650	RPA-T8	Brilliant Violet 650	Human	Mouse IgG1, κ	BD Bioscience	563821		Abs box 1	C6		Fridge	NA	Kemmeren
989	CD7 PECy7	MT701	PE/Cy7	Human	Mouse BALB/c IgG1, κ	BD Pharmingen	564019		Abs box 1	C4		Fridge	NA	Kemmeren
990	CD66b FITC	G10F5	FITC	Human	mouse IgM kappa	BioLegend	305103		Abs box 3	C1		Fridge	NA	Kemmeren
991	CD326 (EpCAM) Pe/Cy7	9C4	Pe-Cy7	Human	Mouse IgG2b, κ	Biolegend	324221	FACS	Abs box 5	D3		Fridge	NA	Kemmeren
992	CD4 PE/Cy7	OKT4	PE/Cy7	Human	Mouse BALB/c IgG1, κ	Biolegend	317413	1:500	Abs box 1	B5	YES	Fridge	NA	Kemmeren
993	CD19 BV785	HIB19	BV785	Human	mouse IgG1 kappa	BioLegend	302239		Abs box 2	B7		Fridge	NA	Kemmeren
994	TK1	EPR3193		Human	rabbit mAb	Abcam	ab76495	1:10000	Abs freezer box 1	NA		Freezer	WB	Kemmeren
995	CD8a AF700	HIT8a	AF700	Human	Mouse IgG1, κ	Biolegend	300920		Abs box 1	D1		Fridge	NA	Kemmeren
996	CD38 PE	HIT2	PE	Human	mouse IgG1 kappa	BioLegend	303505	1:50	Abs box 2	D6	YES	Fridge	NA	Kemmeren
997	Precision Plus Protein WesternC standard					Bio-Rad	161-0376		Abs freezer box 1	NA		Freezer	WB	Kemmeren
998	CD80 BV510	2D10	Brilliant Violet 510	Human	Mouse IgG1, κ	Biolegend	305233		Abs box 3	C3	YES	Fridge	NA	Kemmeren
999	CCR10 APC	6588-5	APC	Human	Armenian Hamster IgG	BioLegend	341505		Abs box 4	D2		Fridge	NA	Kemmeren
1000	CD3 BV650	UCHT1	Brilliant Violet 650	Human	mouse IgG1 kappa	BioLegend	300467		Abs box 1	A7		Fridge	NA	Kemmeren
1001	HLA-DR BUV805	G46-6	BUV805	Human	?	BD Bioscience	568335		Abs box 4	B6		Fridge	NA	Kemmeren
1002	TCRgd APC/Fire 750	B1	APC/Fire 750	Human	Mouse IgG1, κ	BioLegend	331227		Abs box 4	C1		Fridge	NA	Kemmeren
1003	TCRab PE/Cy5	IP26	PE Cy5	Human	mouse IgG1 kappa	BioLegend	306710		Abs box 4	C8		Fridge	NA	Kemmeren
1004	MGMT	MT 3.1	n.a.	Human	Mouse mAb IgG1 κ 	Invitrogen	MA5-13506	WB (1:500)	Abs box 5	B4		Fridge	NA	Kemmeren
1005	CD5 BUV737	UCHT2	BUV737	Human	Mouse BALB/c IgG1, κ	BD Bioscience	564451	1:500	Abs box 1	B9		Fridge	NA	Kemmeren
1006	Human TruStain FC block	n.a.	n.a.	Human	n.a.	Biolegend	422301	FACS	Abs box 5	A3		Fridge	NA	Kemmeren
1007	CD30 APC/Fire750	BY88	APC/Fire750	Human	Mouse IgG1, k	BioLegend	333915		Abs box 2	C6		Fridge	NA	Kemmeren
1008	FCR-Blocker (for MACS)	n.a.	n.a.	Human	n.a	Miltenyi biotec	120-000-816	FACS	Abs box 5	D9		Fridge	NA	Kemmeren
1009	CD45 APC	2D1	APC	Human	mouse IgG1 kappa	BioLegend	368511	1:20	Abs box 3	A5	YES	Fridge	NA	Kemmeren
1010	CD20 PerCP	2H7		Human	Mouse IgG2b, kappaa	BioLegend	302323		Abs box 2	C1		Fridge	NA	Kemmeren
1011	TCR Vd1 FITC	TS8.2	FITC	Human	Mouse IgG1	ThermoFisher	TCR2730		Abs box 4	C3		Fridge	NA	Kemmeren
1012	CD44 PE	?	PE	Human	?	Miltenyi	130095180		Abs box 3	A3		Fridge	NA	Kemmeren
1013	CHD-1			Human	rabbit polyclonal	Sigma	HPA022236-25ul	1:500 IF	Abs freezer box 2	NA		Freezer	WB/IF	Kemmeren
1014	RUNX1 antibody			Human	rabbit polyclonal	Abcam	ab35962		Abs freezer box 2	NA		Freezer	WB	Kemmeren
1015	CD3 BV711	UCHT1	BV711	Human	Mouse IgG1, kappa	BioLegend	300463		Abs box 1	A4		Fridge	NA	Kemmeren
1016	CD33 APC	WM53	APC	Human	mouse IgG1 kappa	BioLegend	303407	1:50	Abs box 2	C10	YES	Fridge	NA	Kemmeren
1017	Cd34 Pe Cy7	581	PE Cy7	Human	?	BD Bioscience	561819		Abs box 2	D5		Fridge	NA	Kemmeren
1018	CD141 APC	M80	APC	Human	Mouse IgG1 k	BioLegend	344105		Abs box 4	A1		Fridge	NA	Kemmeren
1019	CD40 AF700	5C3	Alexa Fluor 700	Human	mouse IgG1 kappa	BioLegend	334327	1:50	Abs box 2	D7		Fridge	NA	Kemmeren
1020	Streptavidin BUV661	n.a.	BUV661	Mouse	n.a.	BD BIoscience	565081	FACS	Abs box 5	C10		Fridge	NA	Kemmeren
1021	Phospho RPA32 antibody	n.a.	n.a.	Human, Mouse	Rabbit polyclonal	Bethyl	A300-245A-M	WB + IF	Abs box 5	B10		Fridge	NA	Kemmeren
1022	TCRab APC	T10B9.1A-31	APC	Human	Mouse IgG1, κ	BD Bioscience	563821		Abs box 4	B7		Fridge	NA	Kemmeren
1023	CD19 BV421	HIB19	BV421	Human	Mouse IgG1	BioLegend	302233		Abs box 2	B8		Fridge	NA	Kemmeren
1024	CD20 BV421	2H7	Brilliant Violet 421	Human	mouse IgG2b kappa	BioLegend	302329	1: 50	Abs box 2	B10	YES	Fridge	NA	Kemmeren
1025	XPC			Human	rabbit Ab	Cell Signaling Technology	12701S	1:2500	Abs freezer box 1	NA		Freezer	WB	Kemmeren
1026	CD58	TS2/9	None	Human	Mouse	Biolegend	330902	Interaction blocking	Abs box 5	C4	YES (2x) 	Fridge	NA	Kemmeren
1027	CD11c APC	3.9	APC	Human	mouse IgG1 kappa	Company	301614		Abs box 1	D9		Fridge	NA	Kemmeren
1028	RNASEH1			Human	rabbit polyclonal	Proteintech	15606-1-AP	1:1000 WB	Abs freezer box 2	NA		Freezer	WB	Kemmeren
1029	CD117 BV421	YB5.B8	BV421	Human	Mouse IgG1, k 	BD Bioscience	562434	1:50	Abs box 3	D3		Fridge	NA	Kemmeren
1030	anti-rabbit IgG IRDye 800CW	n.a.	IRDye 800CW	Rabbit	goat	LI-COR	925-32211	WB (1:10000)	Abs box 5	A8		Fridge	NA	Kemmeren
1031	CD201/EPCR APC	RCR-401	APC	Human	Rat IgG1, Kappa	BioLegend	351905	1:50	Abs box 4	A4	YES	Fridge	NA	Kemmeren
1032	CENPH antibody			Human		Sigma	HPA036494		Abs freezer box 2	NA		Freezer	WB/IF	Kemmeren
1033	CD30 PE 	BY88	PE	Human	Mouse IgG1 k	BioLegend	333906		Abs box 2	C7	YES	Fridge	NA	Kemmeren
1034	RNASEH1			Human	rabbit polyclonal	Abcam	ab229078	1:1000 WB	Abs freezer box 2	NA		Freezer	WB	Kemmeren
1035	CD4 PerCP/Cy5.5	OKT4	PerCP/Cy5.5	Human	mouse IgG2b kappa	BioLegend	317427		Abs box 1	B4		Fridge	NA	Kemmeren
1036	LFA-1 (CD11a/CD18)	M24	None	Human	Mouse mAb	Biolegend	363402	Interaction blocking	Abs box 5	C5	YES	Fridge	NA	Kemmeren
1037	MLH3	H-2	n.a.	Human	Mouse mAb	Santa Cruz Biotechnology	sc-25313	WB (?)	Abs box 5	B7		Fridge	NA	Kemmeren
1038	CD8a BV785	SK1	Brilliant Violet 785	Human	mouse IgG1 kappa	BioLegend	344739		Abs box 1	C5		Fridge	NA	Kemmeren
1039	CD117 BUV395	YB5.B8	BUV395	Human	Mouse BALB/c IgG1	BD Bioscience	745740	1:200	Abs box 3	D5		Fridge	NA	Kemmeren
1040	p95/NBS1 (Y112)			Human	rabbit monoclonal	Abcam	ab32074		Abs freezer box 1	NA		Freezer	WB	Kemmeren
1041	CD30 APC	BY88	APC	Human	mouse IgG1 kappa	BioLegend	333909	1:25	Abs box 2	C5		Fridge	NA	Kemmeren
1042	Geminin	F-7	n.a.	Human	Mouse mAb	Santa Cruz Biotechnology	sc-74456 	WB (?)	Abs box 5	B6		Fridge	NA	Kemmeren
1043	CD45 APC-R700	HI30	APC-R700	Human	Mouse IgG1, k 	Biolegend	304023	1:2000	Abs box 3	A4		Fridge	NA	Kemmeren
1044	CD4 APC/Cy7	SK3	APC/Cy7	Human 	Mouse IgG1, κ	BioLegend	344616		Abs box 1	B8		Fridge	NA	Kemmeren
1045	FLAG (M2)	M2		Human	mouse monoclonal	Sigma	F1804	1:1000	Abs freezer box 1	NA		Freezer	WB	Kemmeren
1046	CD4 PE/Cy7	OKT4	PE/Cy7	Human	Mouse BALB/c IgG1, κ	Biolegend	317413	1:500	Abs box 1	B5	YES	Fridge	NA	Drost
1047	CD56 BB700	NCAM16.2	BB700	Human	Mouse BALB/c IgG2b, κ	BD Bioscience	566574	1:500	Abs box 3	B6	YES	Fridge	NA	Drost
1048	CD30 PE 	BY88	PE	Human	Mouse IgG1 k	BioLegend	333906		Abs box 2	C7	YES	Fridge	NA	Drost
1049	XPC			Human	rabbit Ab	Cell Signaling Technology	12701S	1:2500	Abs freezer box 1	NA		Freezer	WB	Drost
1050	CD45RA BV605	HI100	BV605	Human	Mouse IgG2b, kappaa	Biolegend	304133		Abs box 3	B1		Fridge	NA	Drost
1051	ATR			Human	rabbit polyclonal	Abcam	ab2905		Abs freezer box 1	NA		Freezer	WB	Drost
1052	CD45 PerCP/Cy5.5	HI30	PerCP/Cy5.5	Human	mouse IgG1 kappa	BioLegend	304027		Abs box 3	A8	YES	Fridge	NA	Drost
1053	CD40 PE/Cy7	5C3	PE/Cy7	Human	mouse IgG1 kappa	BioLegend	334321		Abs box 2	D8		Fridge	NA	Drost
1054	Anti-phopho-histone H3 (Ser10)	n.a.	n.a.	Human	n.a.	EMD Millipore	06-570		Abs box 5	D8	YES	Fridge	NA	Drost
1055	CD19 APC	HIB19	APC	Human	mouse IgG1 kappa	BioLegend	302211		Abs box 2	B4		Fridge	NA	Drost
1056	CD8a AF700	HIT8a	AF700	Human	Mouse IgG1, κ	Biolegend	300920		Abs box 1	D1		Fridge	NA	Drost
1057	CD44 PE	?	PE	Human	?	Miltenyi	130095180		Abs box 3	A3		Fridge	NA	Drost
1058	CD201/EPCR APC	RCR-401	APC	Human	Rat IgG1, Kappa	BioLegend	351905	1:50	Abs box 4	A4	YES	Fridge	NA	Drost
1059	Annexin V/FITC	n.a.	FITC	Human	n.a.	Invitrogen	BMS306F1-100	FACS	Abs box 5	A4		Fridge	NA	Drost
1060	TCR Vg9 APC/Fire 750	B3	APC Fire750 	Human	Mouse IgG1, κ	BioLegend 	331315		Abs box 4	C6		Fridge	NA	Drost
1061	CD1a PE	HI149	PE	Human	Mouse IgG1, k 	Biolegend	300105	1:1000	Abs box 1	A1		Fridge	NA	Drost
1062	anti-mouse IgG IRDye 680RD	n.a.	IRDye 680CW	Mouse	goat	LI-COR	925-68070	WB (1:10000)	Abs box 5	B2		Fridge	NA	Drost
1063	CD11b APC/Cy7	ICRF44	APC/Cy7	Human	mouse IgG1 kappa	BioLegend	301341		Abs box 1	D6	YES (2x)	Fridge	NA	Drost
1064	CD54	HCD54	None	Human	Mouse	Biolegend	322702	Interaction blocking	Abs box 5	C3	YES 	Fridge	NA	Drost
1065	CD117 BV421	YB5.B8	BV421	Human	Mouse IgG1, k 	BD Bioscience	562434	1:50	Abs box 3	D3		Fridge	NA	Drost
1066	CD56 BV711	HCD56	Brilliant Violet 711	Human	mouse IgG1 kappa	BioLegend	318335		Abs box 3	B4	YES	Fridge	NA	Drost
1067	CD45 AF700	HI30	Alexa Fluor 700	Human	mouse IgG1 kappa	BioLegend	304023		Abs box 3	A6	YES	Fridge	NA	Drost
1068	TCR Vd2 PE	B6 	PE	Human	Mouse IgG1, κ	BioLegend	331407		Abs box 4	C5		Fridge	NA	Drost
1069	TK1	EPR3193		Human	rabbit mAb	Abcam	ab76495	1:10000	Abs freezer box 1	NA		Freezer	WB	Drost
1070	CD43 BV421	1G10	Brillian Violet 421	Human	Mouse IgG1, κ	BD Biosciences	562916		Abs box 3	A1		Fridge	NA	Drost
1071	anti-rabbit IgG IRDye 800CW	n.a.	IRDye 800CW	Rabbit	goat	LI-COR	925-32211	WB (1:10000)	Abs box 5	A8		Fridge	NA	Drost
1072	HPRT			Human	rabbit polyclonal	Abcam	ab10479	1:2000	Abs freezer box 1	NA		Freezer	WB	Drost
1073	CD117 BUV395	YB5.B8	BUV395	Human	Mouse BALB/c IgG1	BD Bioscience	745740	1:200	Abs box 3	D5		Fridge	NA	Drost
1074	CD8a PE/Cy5	HIT8a	PE Cy5	Human	Mouse IgG1, κ	Biolegend	300909		Abs box 1	C9		Fridge	NA	Drost
1075	CD14 PE CF594	MphiP9	PE CF594	Human	?	BD Biosciences	562334		Abs box 2	A5		Fridge	NA	Drost
1076	CD34 PE 	561	PE	Human	mouse IgG2a kappa	BioLegend	343605		Abs box 2	D4		Fridge	NA	Drost
1077	7-AAD	n.a.	n.a.	Human	n.a.	Invitrogen	00-6993-50	FACS	Abs box 5	A10	YES	Fridge	NA	Drost
1078	APOBEC3A			Human	rabbit polyclonal	Sigma	HPA043237-100UL		Abs freezer box 1	NA		Freezer	WB	Drost
1079	CD3 FITC	OKT3	FITC	Human	mouse IgG2a kappa	Biolegend	317306	1:100	Abs box 1	A5		Fridge	NA	Drost
1080	CD13 APC	WM15	APC	Human	mouse IgG1 kappa	BioLegend	301705		Abs box 1	E3		Fridge	NA	Drost
1081	Ig kappa light chain PECy7	MHK-49	Pe-Cy7	Human	Mouse IgG1, κ	BioLegend	316520	FACS	Abs box 5	E4		Fridge	NA	Drost
1082	ATM [Y170]			Human	rabbit monoclonal	Abcam	ab32420		Abs freezer box 1	NA		Freezer	WB	Drost
1083	CD19 BV785	HIB19	BV785	Human	mouse IgG1 kappa	BioLegend	302239		Abs box 2	B7		Fridge	NA	Drost
1084	CENPH antibody			Human		Sigma	HPA036494		Abs freezer box 2	NA		Freezer	WB/IF	Drost
1085	CD326 (EpCAM) Pe/Cy7	9C4	Pe-Cy7	Human	Mouse IgG2b, κ	Biolegend	324221	FACS	Abs box 5	D3		Fridge	NA	Drost
1086	CD11c APC	3.9	APC	Human	mouse IgG1 kappa	Company	301614		Abs box 1	D9		Fridge	NA	Drost
1087	CD11b BV785	ICRF44	BV785	Human	Mouse IgG1, κ	Biolegend	301345		Abs box 1	D5		Fridge	NA	Drost
1088	CD3 BV711	UCHT1	Brilliant Violet 711	Human	Mouse IgG1, κ	Biolegend	300463		Abs box 1	A9		Fridge	NA	Drost
1089	CD11c PECy7	B-ly6	PE-Cy7	Human	Mouse BALB/c IgG1, κ	BD Pharmingen	561356		Abs box 1	E2		Fridge	NA	Drost
1090	Ghost Dye Red 780			Mammalian cells		Tonbo biosciences	13-0865	1:2000(see tube)	Abs freezer box 2	NA		Freezer	FACS	Drost
1091	TCR Vd1 FITC	TS8.2	FITC	Human	Mouse IgG1	ThermoFisher	TCR2730		Abs box 4	C3		Fridge	NA	Drost
1092	CD14 AF700	HCD14	Alexa Fluor 700	Human	mouse IgG1 kappa	BioLegend	325614	1:100	Abs box 2	A2	YES	Fridge	NA	Drost
1093	CD16 APC	3G8	APC	Human	mouse IgG1 kappa	BioLegend	302012		Abs box 2	B1		Fridge	NA	Drost
1094	CD117 Pe/Cy7	104D2	PE/Cy7	Human	mouse IgG1 kappa	BioLegend	313211	1:20	Abs box 3	D2		Fridge	NA	Drost
1095	CD44 BV510	IM7	BV510	Human	Rat IgG2b, k 	Biolegend	103044		Abs box 3	A2		Fridge	NA	Drost
1096	MSH2	D24B5		Human	rabbit mAb	Cell Signaling Technology	2017S	1:2000	Abs freezer box 1	NA		Freezer	WB	Drost
1097	CD123 BUV395	7G3	BUV395	Human	Mouse IgG2a, κ	BD Bioscience	564195		Abs box 3	D7		Fridge	NA	Drost
1098	DAPI 500 uM	n.a.	n.a.	Human	n.a.	Thermo	D3571	All (IF 1:2000, FACS 1:500)	Abs box 5	D7		Fridge	NA	Drost
1099	CD19 BV421	HIB19	BV421	Human	Mouse IgG1	BioLegend	302233		Abs box 2	B8		Fridge	NA	Drost
1100	CD15 (SSEA-1) FITC	HI98	FITC	Human	mouse IgM kappa	BioLegend	301903		Abs box 2	A6	YES	Fridge	NA	Drost
1101	TCRgd APC/Fire 750	B1	APC/Fire 750	Human	Mouse IgG1, κ	BioLegend	331227		Abs box 4	C1		Fridge	NA	Drost
1102	CD127 AF488	HIL-7R-M21	AF488	Human	Mouse IgG1, κ	BD Pharmingen	567403		Abs box 3	E1		Fridge	NA	Drost
1103	CD15 (SSEA-1) PE	HI98	PE	Human	Mouse IgM kappa	Biolegend	301905	1:50 (Inge: 1:20)	Abs box 2	A7		Fridge	NA	Drost
1104	HLA-DR BUV805	G46-6	BUV805	Human	?	BD Bioscience	568335		Abs box 4	B6		Fridge	NA	Drost
1105	CD41 BV510	HIP8	BV510	Human	Mouse IgG1, kappa	BioLegend	303735		Abs box 2	E1		Fridge	NA	Drost
1106	RUNX1			Human	rabbit Ab	Cell Signaling Technology	4334S		Abs freezer box 1	NA		Freezer	WB	Drost
1107	CD40 AF700	5C3	Alexa Fluor 700	Human	mouse IgG1 kappa	BioLegend	334327	1:50	Abs box 2	D7		Fridge	NA	Drost
1108	FLAG (M2)	M2		Human	mouse monoclonal	Sigma	F1804	1:1000	Abs freezer box 1	NA		Freezer	WB	Drost
1109	Geminin	F-7	n.a.	Human	Mouse mAb	Santa Cruz Biotechnology	sc-74456 	WB (?)	Abs box 5	B6		Fridge	NA	Drost
1110	CD2	RPA-2.10	None	Human	Mouse	Biolegend	300202	Interaction blocking	Abs box 5	C2	YES	Fridge	NA	Drost
1111	HLA-DR FITC	L243	FITC	Human	Mouse IgG2a kappa 	Biolegend	307603	1:20	Abs box 4	B4	Yes	Fridge	NA	Drost
1112	CD41 APC/Fire750	HIP8	APC/Fire750	Human	Mouse IgG, kappa	Biolegend	303749		Abs box 2	E2		Fridge	NA	Drost
1113	CD45 FITC	HI30	FITC	Human	mouse IgG1 kappa	BioLegend	304005	1:50	Abs box 3	A7		Fridge	NA	Drost
1114	AnnexinV APC	n.a.	APC	Human	n.a.	Biolegend	640941	FACS	Abs box 5	D4		Fridge	NA	Drost
1115	CD90 FITC	5E10	FITC	Human	?	BioLegend	328107		Abs box 3	C6		Fridge	NA	Drost
1116	HA-Tag 	C29F4		Human	rabbit mAb	Cell Signaling Technology	3724S		Abs freezer box 1	NA		Freezer	WB	Drost
1117	CD45 BV421	HI30	BV421	Human	Mouse IgG1, κ	Biolegend 	304031		Abs box 3	A9	YES	Fridge	NA	Drost
1118	CD163 APC	GHI61	APC	Human	Mouse IgG1, k	BioLegend	333609		Abs box 4	A3		Fridge	NA	Drost
1119	CD7 APC	CD7-6B7	APC	Human	mouse IgG2a kappa	BD Bioscience	343107		Abs box 1	C2		Fridge	NA	Drost
1120	CD14 BV750	63D3	BV750	Human	Mouse IgG1, k	BioLegend	367135		Abs box 2	A4		Fridge	NA	Drost
1121	CD30 APC	BY88	APC	Human	mouse IgG1 kappa	BioLegend	333909	1:25	Abs box 2	C5		Fridge	NA	Drost
1122	CD105 PE/Cy7	43A3	PE/Cy7	Human	mouse IgG1 kappa	BioLegend	323217		Abs box 3	C9	YES	Fridge	NA	Drost
1123	CD3 APC/Fire750	SK7	APC/Fire750	Human	mouse IgG1 kappa	BioLegend	344839	1:100	Abs box 1	B1	YES	Fridge	NA	Drost
1124	CHD-1			Human	rabbit polyclonal	Sigma	HPA022236-25ul	1:500 IF	Abs freezer box 2	NA		Freezer	WB/IF	Drost
1125	Vybrant DyeCycle Violet Stain	n.a.	n.a.	Human	n.a.	Invitrogen	V35003	FACS	Abs box 5	E6		Fridge	NA	Drost
1126	TCRab PE/Cy5	IP26	PE Cy5	Human	mouse IgG1 kappa	BioLegend	306710		Abs box 4	C8		Fridge	NA	Drost
1127	CD16 PerCP/Cy5.5	3G8	PerCP/Cy5.5	Human	Mouse IgG1, k	BioLegend	302027		Abs box 2	B2		Fridge	NA	Drost
1128	Lineage (CD3/14/19/20/56) FITC	n.a.	FITC	Human	mouse IgG1 + IgG2b kappa	BioLegend	348701	1:20	Abs box 4	A10	YES	Fridge	NA	Drost
1129	CD249 BV650	2D3/APA	BV650	Human	Mouse BALB/c IgG1, κ	BD Bioscience	745361		Abs box 4	A8		Fridge	NA	Drost
1130	FANCG			Human	monoclonal	Abnova	H00002189-M01		Abs freezer box 1	NA		Freezer	WB	Drost
1131	CD5 APC	UCHT2	APC	Human	Mouse IgG1, κ	BioLegend	300611		Abs box 1	B10		Fridge	NA	Drost
1132	RNASEH1			Human	rabbit polyclonal	Abcam	ab229078	1:1000 WB	Abs freezer box 2	NA		Freezer	WB	Drost
1133	PMS2	EPR3947		Human	rabbit monoclonal	Abcam	ab110638		Abs freezer box 1	NA		Freezer	WB	Drost
1134	CD7 BV786	MT701	Brilliant Violet 786	Human	Mouse BALB/c IgG1, κ	BD Bioscience	740964	1:500	Abs box 1	C3		Fridge	NA	Drost
1135	CD45RA PerCP/Cy5.5	HI100	PerCP/Cy5.5	Human	mouse IgG2b kappa	BioLegend	304121	1:20	Abs box 3	B2		Fridge	NA	Drost
1136	Claudin-3 PE	n.a.	PE	Human	Mouse IgG2A	R&D systems	FAB4620P	FACS	Abs box 5	D5		Fridge	NA	Drost
1137	CD30 APC/Fire750	BY88	APC/Fire750	Human	Mouse IgG1, k	BioLegend	333915		Abs box 2	C6		Fridge	NA	Drost
1138	CD34 BV421	581	Brilliant Violet 421	Human	mouse IgG2a kappa	BioLegend	343609	1:20	Abs box 2	D2	YES	Fridge	NA	Drost
1139	CD56 BUV661	NCAM16.2	BUV661	Human	Mouse BALB/c IgG2b, κ	BD optibuild	750478		Abs box 3	B7		Fridge	NA	Drost
1140	MLH3	H-2	n.a.	Human	Mouse mAb	Santa Cruz Biotechnology	sc-25313	WB (?)	Abs box 5	B7		Fridge	NA	Drost
1141	CD117 BV605	YbB5.B8	BV5605	Human	Mouse IgG1, κ	BD Bioscience	745259		Abs box 3	D4		Fridge	NA	Drost
1142	CD4 APC/Cy7	SK3	APC/Cy7	Human 	Mouse IgG1, κ	BioLegend	344616		Abs box 1	B8		Fridge	NA	Drost
